timestamp,location_id,traffic_volume,avg_vehicle_speed,vehicle_count_cars,vehicle_count_trucks,vehicle_count_bikes,weather_condition,temperature,humidity,accident_reported,signal_status
01-01-2024 00:20,2,216,22.58041711,135,57,38,Windy,10.85729196,60.60831251,0,Green
01-01-2024 00:21,5,986,60.01199963,289,43,48,Rainy,27.55846085,70.06043706,0,Green
01-01-2024 00:22,4,802,69.39856579,466,73,5,Windy,16.9771284,31.57540913,0,Green
01-01-2024 00:23,1,508,66.9209201,387,55,39,Cloudy,24.48449318,52.60432472,0,Green
01-01-2024 00:24,1,329,52.62834367,272,42,11,Windy,15.05692953,71.75330146,0,Yellow
01-01-2024 00:25,3,749,25.99200927,336,88,13,Windy,16.75622188,45.15570559,0,Green
01-01-2024 00:26,3,351,61.28266663,434,33,43,Rainy,22.6160264,87.46224642,0,Green
01-01-2024 00:27,2,580,34.51333301,114,29,9,Cloudy,34.38923658,31.80968229,0,Red
01-01-2024 00:28,4,629,74.66412217,804,70,19,Foggy,25.40676223,87.48523126,0,Yellow
01-01-2024 00:29,4,267,70.29592157,43,69,14,Sunny,33.40370261,43.00583208,0,Red
01-01-2024 00:30,3,151,62.56297803,647,54,30,Cloudy,33.98449636,32.92932252,0,Yellow
01-01-2024 00:31,4,603,76.93075735,682,66,6,Foggy,15.20274991,47.54844199,0,Yellow
01-01-2024 00:32,4,337,21.88530929,869,12,40,Cloudy,17.77984006,77.17693844,0,Yellow
01-01-2024 00:33,1,216,64.1720255,69,2,9,Foggy,29.24980703,75.14652039,0,Green
01-01-2024 00:34,3,670,39.81456676,521,25,9,Foggy,31.66910006,42.53042499,0,Red
01-01-2024 00:35,5,85,74.36395314,737,56,47,Cloudy,22.9806686,41.80740802,0,Yellow
01-01-2024 00:36,3,793,36.0005118,517,23,38,Rainy,34.83065168,68.55479495,0,Yellow
01-01-2024 00:37,5,790,63.49138996,354,52,27,Cloudy,10.28930497,57.48496138,0,Yellow
01-01-2024 00:38,1,402,72.65882118,98,69,29,Cloudy,17.48981639,77.5373972,0,Red
01-01-2024 00:39,2,725,22.4994091,601,42,36,Foggy,25.57904384,31.44796672,0,Yellow
01-01-2024 00:40,4,948,43.85885478,46,59,2,Sunny,21.73224777,66.62471165,0,Red
01-01-2024 00:41,1,122,65.73854192,290,57,49,Foggy,12.91507416,73.84032073,0,Red
01-01-2024 00:42,4,697,47.29513337,581,48,42,Windy,19.19467714,89.60316672,0,Green
01-01-2024 00:43,2,402,36.03515779,823,41,14,Cloudy,10.63617858,70.72690165,0,Yellow
01-01-2024 00:44,2,940,33.18832093,266,75,20,Cloudy,26.06865115,43.91070939,0,Yellow
01-01-2024 00:45,1,119,27.89109601,795,99,36,Rainy,32.31856357,36.49117169,0,Red
01-01-2024 00:46,2,474,71.42777359,610,65,11,Foggy,32.12185309,68.45500648,0,Red
01-01-2024 00:47,5,757,54.5213242,406,10,3,Rainy,27.48861184,61.39098405,0,Green
01-01-2024 00:48,2,830,24.5830967,721,97,46,Cloudy,21.64425489,83.94871731,0,Yellow
01-01-2024 00:49,4,610,42.95481941,578,89,8,Foggy,22.80079047,73.59648127,0,Red
01-01-2024 00:50,4,877,42.06401905,380,17,38,Foggy,13.4229706,60.584547,0,Yellow
01-01-2024 00:51,4,691,30.90435144,885,84,41,Windy,18.52542733,54.21536825,0,Yellow
01-01-2024 00:52,4,566,46.13045753,507,99,27,Windy,14.69320189,54.26248197,0,Yellow
01-01-2024 00:53,5,477,39.92596192,371,51,22,Sunny,30.53000508,43.57825717,0,Red
01-01-2024 00:54,3,588,40.50822233,720,45,44,Windy,32.86884753,31.03955831,0,Yellow
01-01-2024 00:55,1,209,64.34159347,275,43,39,Foggy,23.42308154,64.49463529,0,Red
01-01-2024 00:56,4,198,33.39580313,241,21,43,Windy,28.19410101,42.74488395,0,Green
01-01-2024 00:57,2,825,58.51159753,772,52,21,Sunny,13.03661927,42.49961506,0,Green
01-01-2024 00:58,4,279,54.23897743,800,58,23,Cloudy,25.21336608,37.52287372,0,Red
01-01-2024 00:59,2,761,54.08555074,20,93,25,Windy,27.56977553,41.37572941,0,Yellow
01-01-2024 01:00,2,611,59.78044077,565,29,29,Foggy,21.31920324,31.90734897,0,Green
01-01-2024 01:01,4,116,52.90292217,465,7,32,Cloudy,16.08182711,70.45388698,0,Green
01-01-2024 01:02,5,861,72.75530689,98,97,15,Foggy,31.93436301,54.08382698,0,Red
01-01-2024 01:03,2,430,60.53480552,255,56,21,Cloudy,28.572718,63.69147593,0,Red
01-01-2024 01:04,2,107,52.81779508,353,72,48,Foggy,32.49643205,68.21745708,0,Red
01-01-2024 01:05,4,308,69.78578722,368,19,49,Windy,30.46006619,88.34907374,0,Red
01-01-2024 01:06,2,391,56.3687939,117,24,42,Windy,34.75936074,34.09595195,0,Red
01-01-2024 01:07,2,887,37.46865487,101,18,17,Sunny,14.80431833,55.07506109,0,Red
01-01-2024 01:08,4,179,32.42569509,521,4,6,Cloudy,12.1686942,44.75387601,0,Red
01-01-2024 01:09,4,776,29.13966714,496,74,49,Sunny,18.42506978,58.60271591,0,Yellow
01-01-2024 01:10,1,221,73.96731275,723,78,25,Rainy,13.22510438,85.22833804,0,Yellow
01-01-2024 01:11,5,819,62.60812591,784,71,7,Windy,23.07825282,73.43905591,0,Yellow
01-01-2024 01:12,5,663,76.24270629,569,82,5,Cloudy,25.82572264,69.71697519,0,Yellow
01-01-2024 01:13,2,258,56.19750834,33,86,29,Sunny,24.45721538,56.47475259,0,Green
01-01-2024 01:14,5,852,48.40405289,411,26,38,Sunny,16.48100338,70.2667499,0,Yellow
01-01-2024 01:15,2,403,23.58298934,366,39,22,Rainy,32.72060077,31.94252264,0,Green
01-01-2024 01:16,1,520,60.29853689,329,95,31,Sunny,10.52930909,65.17432032,0,Green
01-01-2024 01:17,4,847,54.93252559,405,25,21,Foggy,18.70033384,63.22659376,0,Green
01-01-2024 01:18,4,165,79.41253362,228,26,41,Windy,27.97481188,50.79842592,1,Red
01-01-2024 01:19,4,313,34.34952667,376,61,42,Sunny,29.17322316,42.09084753,0,Green
01-01-2024 01:20,5,711,51.84424132,620,82,44,Sunny,20.40296361,78.45333306,0,Green
01-01-2024 01:21,1,861,59.05744011,587,49,8,Rainy,10.42274533,33.23172687,0,Green
01-01-2024 01:22,5,491,58.67547048,113,41,30,Foggy,25.45109198,34.18037187,0,Red
01-01-2024 01:23,5,597,53.67761258,112,28,6,Sunny,11.57736703,56.43130464,0,Yellow
01-01-2024 01:24,1,502,66.61568062,359,38,8,Windy,12.6963944,45.15327284,0,Yellow
01-01-2024 01:25,1,894,32.29887257,616,59,12,Windy,26.25626799,74.72714481,0,Green
01-01-2024 01:26,1,526,63.53763202,464,40,2,Sunny,17.81220815,68.05140462,0,Green
01-01-2024 01:27,1,336,57.18407429,776,32,34,Foggy,18.70075382,76.35208777,0,Yellow
01-01-2024 01:28,4,352,73.76450671,41,82,32,Windy,22.17017692,49.48073738,0,Yellow
01-01-2024 01:29,3,360,70.83166634,310,82,20,Windy,34.46445987,74.43113638,0,Yellow
01-01-2024 01:30,3,257,38.90882235,504,96,30,Foggy,34.13605552,81.73819416,0,Yellow
01-01-2024 01:31,1,667,36.5742395,803,15,33,Foggy,20.40652498,50.71646967,0,Green
01-01-2024 01:32,3,495,78.89919943,325,22,31,Sunny,16.63748043,50.39374927,0,Green
01-01-2024 01:33,3,719,51.63591085,653,6,34,Cloudy,17.56480382,83.99708423,1,Green
01-01-2024 01:34,1,682,74.38525783,147,25,14,Rainy,16.71953245,32.98741519,0,Yellow
01-01-2024 01:35,3,104,29.83286143,644,95,31,Cloudy,23.30614518,51.01136434,0,Red
01-01-2024 01:36,5,961,58.56913489,292,11,5,Cloudy,25.1714952,37.12034952,0,Yellow
01-01-2024 01:37,2,61,68.59161124,867,71,44,Windy,22.21948471,31.73883541,0,Yellow
01-01-2024 01:38,2,706,76.84371498,461,4,20,Foggy,20.19985906,36.77216506,0,Red
01-01-2024 01:39,1,449,40.24040846,522,91,32,Windy,15.28212594,55.87474747,0,Red
01-01-2024 01:40,4,957,63.4988702,149,68,31,Rainy,22.06263978,71.21736415,0,Yellow
01-01-2024 01:41,1,697,52.32878054,151,48,18,Sunny,18.52756785,47.35694547,0,Red
01-01-2024 01:42,4,564,23.63773556,616,25,32,Rainy,23.53988657,80.98051844,0,Red
01-01-2024 01:43,2,705,61.39998424,501,4,27,Windy,26.87973539,56.25693772,0,Red
01-01-2024 01:44,1,591,61.40579349,881,21,30,Windy,25.83280436,88.09368306,0,Yellow
01-01-2024 01:45,5,286,75.83640829,409,78,20,Windy,21.56225526,87.24934017,0,Yellow
01-01-2024 01:46,3,328,49.83874677,612,12,33,Windy,23.90131061,76.39657336,0,Red
01-01-2024 01:47,4,397,33.81505524,344,27,14,Cloudy,17.12140327,85.94432977,0,Green
01-01-2024 01:48,3,676,22.67382941,88,32,13,Sunny,10.60600648,72.42576457,0,Red
01-01-2024 01:49,3,153,44.9385312,679,22,18,Cloudy,25.62548635,83.7349914,0,Red
01-01-2024 01:50,1,679,38.115002,467,96,42,Windy,16.31421398,44.18842304,0,Yellow
01-01-2024 01:51,3,566,65.66529836,547,17,14,Foggy,26.72384275,50.72521201,0,Green
01-01-2024 01:52,5,921,41.25606589,838,29,5,Cloudy,28.67521249,75.17580396,0,Red
01-01-2024 01:53,3,297,76.94427178,636,25,8,Windy,32.89819365,55.47367429,0,Green
01-01-2024 01:54,1,413,77.73861218,184,15,36,Windy,33.95306989,80.23964603,0,Yellow
01-01-2024 01:55,5,370,57.25451541,507,76,19,Sunny,10.26315116,82.6583323,0,Green
01-01-2024 01:56,2,682,75.71961722,732,38,33,Rainy,34.75935523,47.98376908,0,Yellow
01-01-2024 01:57,3,335,65.65126067,728,32,37,Cloudy,27.07545796,79.40704849,0,Red
01-01-2024 01:58,1,198,52.81157846,445,25,25,Cloudy,26.08810401,39.25585626,0,Yellow
01-01-2024 01:59,2,133,30.81847613,716,47,17,Cloudy,10.38032738,50.05180269,0,Green
01-01-2024 02:00,2,455,47.51587661,853,64,27,Windy,31.5308353,61.07789707,1,Green
01-01-2024 02:01,4,505,53.6524678,284,37,8,Sunny,13.63728618,43.58662573,0,Green
01-01-2024 02:02,5,792,71.83769484,894,1,31,Windy,30.93325385,64.75606977,0,Red
01-01-2024 02:03,3,849,48.88000259,631,5,5,Windy,10.38906366,64.72170472,0,Green
01-01-2024 02:04,1,210,73.86048036,361,45,13,Foggy,26.14910656,42.41417369,0,Green
01-01-2024 02:05,4,833,60.46093874,851,49,27,Sunny,20.87003834,77.73848069,0,Green
01-01-2024 02:06,5,509,28.21994378,745,37,23,Cloudy,15.01916823,67.89866936,0,Yellow
01-01-2024 02:07,4,599,79.69888216,297,87,12,Rainy,12.68903479,49.06563041,0,Green
01-01-2024 02:08,5,549,51.63395965,693,17,42,Cloudy,21.00319241,43.93108701,0,Yellow
01-01-2024 02:09,5,787,43.51149778,458,26,11,Windy,13.08264513,82.72500833,0,Green
01-01-2024 02:10,3,558,59.54682587,176,40,18,Sunny,22.16116529,80.14453471,0,Yellow
01-01-2024 02:11,5,703,26.53359884,441,71,20,Sunny,25.63042647,43.78564049,0,Yellow
01-01-2024 02:12,4,853,58.19231881,270,91,26,Sunny,30.68460484,32.13631359,0,Red
01-01-2024 02:13,5,530,49.89416003,897,73,18,Foggy,26.96623593,78.27195574,0,Red
01-01-2024 02:14,3,712,44.4004442,628,16,23,Cloudy,11.62999417,66.93051332,0,Yellow
01-01-2024 02:15,3,163,77.18120127,549,61,25,Foggy,17.68581331,36.05292168,0,Yellow
01-01-2024 02:16,4,798,51.352383,346,28,44,Rainy,17.1994652,65.24149237,0,Red
01-01-2024 02:17,2,627,33.14704877,116,57,27,Windy,32.87581059,57.13096112,0,Yellow
01-01-2024 02:18,2,410,47.53780876,532,69,45,Foggy,31.69455111,76.47301965,0,Red
01-01-2024 02:19,5,390,75.16324427,235,77,17,Foggy,19.25369796,42.54509053,0,Red
01-01-2024 02:20,1,819,30.56572828,151,21,43,Windy,11.7788814,57.18940466,0,Green
01-01-2024 02:21,5,810,32.83742232,279,5,35,Sunny,32.35268295,39.37464686,0,Green
01-01-2024 02:22,4,498,20.78177407,144,25,41,Windy,32.20474882,87.45163367,0,Red
01-01-2024 02:23,4,892,20.85140296,101,38,28,Cloudy,31.3686533,76.72428942,1,Red
01-01-2024 02:24,4,884,69.76349762,302,11,16,Windy,31.12704094,74.20334559,0,Yellow
01-01-2024 02:25,4,229,63.92735641,702,98,3,Sunny,22.00635003,71.4123999,0,Red
01-01-2024 02:26,4,751,41.30246339,78,13,43,Windy,14.43579131,55.40018655,0,Red
01-01-2024 02:27,3,456,61.89866943,563,21,44,Foggy,21.93720126,85.39694494,0,Green
01-01-2024 02:28,2,715,43.71235558,180,50,28,Rainy,22.36494427,34.37502072,0,Red
01-01-2024 02:29,4,245,77.17380776,303,22,3,Foggy,22.24829383,78.1955443,0,Yellow
01-01-2024 02:30,1,515,78.02316089,125,47,9,Rainy,23.46931465,42.91396393,0,Red
01-01-2024 02:31,1,360,43.56762655,124,70,24,Windy,16.44142557,49.44167734,0,Green
01-01-2024 02:32,1,311,71.25331438,458,49,30,Cloudy,19.15602953,61.16578374,0,Green
01-01-2024 02:33,1,468,66.3853425,247,88,2,Windy,20.8546648,76.95930066,0,Green
01-01-2024 02:34,3,455,38.59999623,719,12,46,Sunny,13.27803024,80.31209446,0,Green
01-01-2024 02:35,1,988,33.92238973,601,84,1,Windy,21.38410336,65.02393501,0,Red
01-01-2024 02:36,4,192,47.49407902,337,9,24,Rainy,30.26174043,54.18212934,0,Yellow
01-01-2024 02:37,5,391,66.88093044,483,54,48,Foggy,30.70148857,86.79014528,0,Yellow
01-01-2024 02:38,1,365,77.61006708,821,8,5,Cloudy,20.2890943,44.79127775,0,Yellow
01-01-2024 02:39,3,150,65.81474413,618,78,25,Windy,22.9702078,78.18567455,0,Red
01-01-2024 02:40,3,293,71.3124191,893,51,7,Windy,10.8412583,66.72297729,0,Red
01-01-2024 02:41,1,539,56.18385837,491,1,34,Foggy,26.86081391,52.61370101,0,Red
01-01-2024 02:42,5,61,70.12446985,75,24,26,Cloudy,20.11514707,30.08207906,0,Yellow
01-01-2024 02:43,1,288,67.06525148,644,12,24,Windy,21.13694208,56.79595808,0,Red
01-01-2024 02:44,3,610,42.61913252,32,97,17,Windy,31.84181818,46.60319985,0,Red
01-01-2024 02:45,2,91,53.11941813,459,50,0,Rainy,21.54586086,36.2607968,0,Green
01-01-2024 02:46,4,727,68.28518732,37,57,47,Rainy,10.52980616,34.50951392,0,Green
01-01-2024 02:47,3,643,22.76340405,713,33,38,Sunny,15.68727227,50.85349964,0,Yellow
01-01-2024 02:48,1,478,68.48475694,132,34,2,Foggy,21.89051536,66.88544332,0,Green
01-01-2024 02:49,4,852,30.67328744,248,2,3,Cloudy,20.60990732,80.25115892,1,Green
01-01-2024 02:50,1,207,50.88101703,190,58,40,Windy,31.50925343,41.0137947,0,Green
01-01-2024 02:51,1,265,68.49652637,314,69,36,Windy,23.55343773,55.47863828,0,Red
01-01-2024 02:52,2,719,35.22926469,208,47,14,Sunny,27.24089355,53.51736841,0,Green
01-01-2024 02:53,4,511,34.74844636,445,63,7,Windy,21.73308243,60.80364055,0,Green
01-01-2024 02:54,4,183,44.16586391,98,18,37,Foggy,20.99139335,78.57523625,0,Green
01-01-2024 02:55,2,116,73.67856785,677,66,49,Sunny,21.15716671,63.21871308,1,Red
01-01-2024 02:56,3,897,20.02656689,201,81,18,Foggy,20.27303924,80.79929481,0,Yellow
01-01-2024 02:57,1,56,74.0829858,518,72,46,Sunny,23.46458465,61.11310536,1,Red
01-01-2024 02:58,5,997,29.22842148,817,75,25,Windy,16.26108504,66.23084191,0,Red
01-01-2024 02:59,1,575,79.40518256,781,4,38,Sunny,32.27637985,56.24299455,0,Green
01-01-2024 03:00,1,122,77.29081958,885,66,9,Rainy,18.3271387,79.38573482,0,Yellow
01-01-2024 03:01,3,448,49.68051138,845,10,37,Cloudy,13.68809585,85.42963238,0,Green
01-01-2024 03:02,1,454,50.76321487,727,93,13,Windy,12.41376196,68.34868429,0,Green
01-01-2024 03:03,2,724,48.89296042,854,67,48,Cloudy,10.33557288,79.24694695,0,Yellow
01-01-2024 03:04,2,627,58.12661874,90,68,40,Windy,20.57140196,33.54020004,0,Yellow
01-01-2024 03:05,4,908,25.44330213,267,0,18,Cloudy,14.69027471,84.36670509,0,Red
01-01-2024 03:06,5,179,21.9570769,165,90,29,Rainy,10.54119756,41.33550401,0,Yellow
01-01-2024 03:07,1,980,23.4621757,637,91,4,Cloudy,23.00048866,45.39122564,0,Red
01-01-2024 03:08,1,515,46.66192095,794,62,30,Sunny,26.99946372,33.19980409,0,Red
01-01-2024 03:09,3,255,36.53287635,315,28,6,Cloudy,12.14377627,87.92400702,0,Green
01-01-2024 03:10,2,837,57.32237374,601,81,18,Windy,21.52301932,81.12065097,0,Green
01-01-2024 03:11,5,817,79.54653736,489,11,30,Foggy,28.59071697,84.79107625,0,Green
01-01-2024 03:12,4,315,43.17939038,525,76,38,Cloudy,34.64517053,80.83297007,0,Yellow
01-01-2024 03:13,2,586,54.43047525,212,40,23,Cloudy,26.67975862,58.77183316,0,Yellow
01-01-2024 03:14,4,842,44.93623375,87,1,33,Cloudy,16.12098877,85.44491605,0,Red
01-01-2024 03:15,3,302,70.83630006,513,36,22,Windy,27.91384099,88.16836923,0,Red
01-01-2024 03:16,3,871,74.13418421,836,44,47,Cloudy,24.94823567,60.15401861,0,Red
01-01-2024 03:17,1,338,72.64133673,71,79,44,Windy,15.29498221,40.53748688,0,Yellow
01-01-2024 03:18,5,213,78.46233432,382,47,39,Windy,31.27777065,69.51735054,1,Red
01-01-2024 03:19,4,144,21.65115111,816,23,5,Foggy,20.68511068,88.52629739,0,Red
01-01-2024 03:20,2,831,70.38896973,493,98,37,Sunny,34.04944137,82.32881159,0,Yellow
01-01-2024 03:21,3,882,65.10633038,865,21,40,Windy,28.07252519,81.70891057,0,Green
01-01-2024 03:22,1,159,33.72166456,540,99,35,Rainy,26.11407887,86.02908101,0,Yellow
01-01-2024 03:23,1,385,77.3792056,782,10,26,Cloudy,28.20882094,83.63713563,0,Red
01-01-2024 03:24,4,871,28.89067569,450,57,10,Rainy,21.95242547,76.57689984,0,Green
01-01-2024 03:25,3,287,60.77299563,863,45,4,Cloudy,22.63066195,73.09636993,0,Yellow
01-01-2024 03:26,5,430,33.49341301,317,28,16,Foggy,31.28018464,45.88603042,1,Green
01-01-2024 03:27,3,485,45.88283893,454,34,6,Windy,27.02321342,67.28040129,0,Green
01-01-2024 03:28,4,948,63.14959382,715,14,26,Sunny,32.43108313,61.2893173,0,Red
01-01-2024 03:29,4,532,53.79947852,710,59,46,Windy,32.27066884,81.71664549,0,Yellow
01-01-2024 03:30,3,986,45.65010988,217,94,14,Cloudy,34.41225085,59.50275441,0,Red
01-01-2024 03:31,4,951,39.58030586,147,41,45,Sunny,27.50536647,37.66456581,0,Yellow
01-01-2024 03:32,3,74,70.37957934,551,42,12,Windy,22.55754294,30.29834912,0,Yellow
01-01-2024 03:33,2,702,28.62886102,430,79,10,Sunny,14.15779251,70.67238723,0,Yellow
01-01-2024 03:34,3,166,45.80617259,859,73,44,Cloudy,27.63451399,62.99450323,0,Green
01-01-2024 03:35,3,531,74.22545431,84,48,25,Foggy,17.28944292,49.85777426,0,Green
01-01-2024 03:36,4,441,70.75097303,713,63,21,Foggy,17.0736892,40.138329,0,Red
01-01-2024 03:37,4,966,44.05650575,260,31,27,Windy,15.95719441,58.00291934,0,Yellow
01-01-2024 03:38,1,586,65.78650182,388,63,23,Rainy,31.87805143,36.01718835,1,Yellow
01-01-2024 03:39,1,128,69.38964984,555,1,28,Cloudy,31.69911117,50.16650935,0,Green
01-01-2024 03:40,2,629,73.33324544,403,23,8,Windy,25.77426112,52.75271437,0,Yellow
01-01-2024 03:41,1,222,52.67034614,450,86,41,Windy,21.82452453,57.93712169,0,Red
01-01-2024 03:42,3,61,32.26765316,102,65,3,Foggy,26.8028615,57.99724508,0,Yellow
01-01-2024 03:43,4,849,35.31854459,850,37,48,Sunny,25.18073626,45.42033861,0,Yellow
01-01-2024 03:44,1,177,37.74168044,716,30,45,Cloudy,20.39335621,81.0126589,0,Green
01-01-2024 03:45,1,657,55.62814885,847,25,17,Sunny,19.49077169,51.33261038,0,Yellow
01-01-2024 03:46,2,141,21.96857745,630,28,42,Cloudy,19.5698577,43.77523853,0,Red
01-01-2024 03:47,2,702,58.16254813,593,66,15,Rainy,24.72833508,40.548593,0,Red
01-01-2024 03:48,3,592,41.86125431,305,77,32,Foggy,26.1917339,49.35470367,0,Red
01-01-2024 03:49,4,895,37.71450815,553,24,28,Rainy,21.29354384,34.05317298,0,Red
01-01-2024 03:50,2,581,72.76979424,478,47,38,Windy,34.21728626,31.97445138,0,Green
01-01-2024 03:51,1,707,47.60014373,231,64,9,Foggy,12.09614295,66.30853181,0,Yellow
01-01-2024 03:52,4,877,25.70318273,145,52,8,Windy,18.67617565,67.14882816,0,Green
01-01-2024 03:53,4,496,69.60480608,432,66,30,Rainy,20.47686708,61.77529216,0,Red
01-01-2024 03:54,1,439,22.85847545,518,89,27,Cloudy,10.42303359,75.73711171,0,Yellow
01-01-2024 03:55,2,721,63.60495345,444,17,2,Windy,19.12392969,32.34903266,0,Green
01-01-2024 03:56,1,910,66.43437331,573,8,13,Sunny,16.84274793,86.15838649,0,Yellow
01-01-2024 03:57,4,92,41.15615636,629,37,24,Cloudy,22.65090676,35.7039074,0,Red
01-01-2024 03:58,5,303,69.48727138,562,86,14,Cloudy,18.41026368,70.44137966,0,Red
01-01-2024 03:59,5,179,50.93956435,177,20,1,Rainy,28.15455337,38.00379534,0,Yellow
01-01-2024 04:00,3,109,47.7976192,131,64,23,Rainy,22.74831239,82.794326,0,Yellow
01-01-2024 04:01,1,712,22.72419689,421,20,13,Foggy,13.24405584,60.64279722,0,Red
01-01-2024 04:02,1,516,37.40175162,778,26,47,Foggy,28.7515331,34.93761246,0,Green
01-01-2024 04:03,3,336,75.86059825,141,69,6,Sunny,12.4807224,67.00344676,0,Red
01-01-2024 04:04,3,566,43.5094378,292,43,35,Cloudy,30.9762292,30.54659663,0,Yellow
01-01-2024 04:05,3,516,52.80203123,313,99,49,Sunny,33.28555485,76.56133071,0,Green
01-01-2024 04:06,4,979,51.92130074,417,27,23,Sunny,18.06113225,69.0350992,0,Red
01-01-2024 04:07,1,827,55.42586539,490,44,26,Rainy,33.15356583,42.75748496,0,Yellow
01-01-2024 04:08,4,394,23.67985734,226,16,36,Sunny,29.82520398,52.48505497,0,Yellow
01-01-2024 04:09,3,691,41.73057529,129,39,37,Sunny,33.06089028,30.46840167,1,Yellow
01-01-2024 04:10,1,431,63.38769643,459,2,29,Windy,26.65675342,71.6210289,0,Green
01-01-2024 04:11,4,828,32.03361506,297,75,26,Foggy,15.89110099,49.36008825,0,Green
01-01-2024 04:12,4,739,32.21470265,587,75,38,Foggy,32.36308092,64.29533492,0,Green
01-01-2024 04:13,3,302,20.6054364,588,65,14,Cloudy,14.6066269,87.40365767,0,Green
01-01-2024 04:14,1,976,46.2489156,501,45,25,Foggy,15.32651378,47.96800278,0,Yellow
01-01-2024 04:15,3,105,72.96406284,822,85,0,Cloudy,16.77657475,89.41427305,0,Yellow
01-01-2024 04:16,1,512,23.11405662,133,86,3,Windy,17.60615779,67.96370316,0,Green
01-01-2024 04:17,5,506,31.46712257,839,29,28,Foggy,22.86199105,44.52531998,0,Green
01-01-2024 04:18,2,132,38.6050723,872,68,0,Windy,27.83643401,56.20667298,0,Yellow
01-01-2024 04:19,2,954,63.90348419,496,8,42,Foggy,33.15520436,74.42718734,0,Red
01-01-2024 04:20,2,148,58.43813557,729,84,49,Foggy,12.21093968,56.78867446,0,Red
01-01-2024 04:21,3,198,44.95663427,340,10,45,Windy,33.85923406,34.11045404,0,Yellow
01-01-2024 04:22,5,378,65.54413636,198,68,21,Sunny,33.03307418,40.11621968,0,Green
01-01-2024 04:23,1,205,56.5778607,238,98,10,Sunny,11.3499823,77.47786475,0,Green
01-01-2024 04:24,4,239,73.76244798,808,90,9,Sunny,19.00802844,68.90238454,0,Yellow
01-01-2024 04:25,1,543,69.08160495,547,65,16,Sunny,30.32858476,64.18952864,0,Red
01-01-2024 04:26,4,932,35.16881637,511,87,35,Foggy,25.28941364,40.05731825,0,Yellow
01-01-2024 04:27,1,312,36.28631466,80,30,46,Rainy,29.47734858,80.26544672,0,Yellow
01-01-2024 04:28,5,129,27.52138855,73,32,25,Windy,27.97583347,87.64440658,0,Yellow
01-01-2024 04:29,4,449,40.21788354,699,38,47,Rainy,22.41925283,32.45322585,0,Green
01-01-2024 04:30,3,813,79.97263512,557,93,20,Rainy,11.03045115,34.68191224,0,Green
01-01-2024 04:31,1,658,44.34507012,867,45,12,Cloudy,24.60670505,83.0834702,0,Green
01-01-2024 04:32,1,309,33.22930608,84,36,8,Sunny,11.21416633,78.93313524,0,Red
01-01-2024 04:33,4,821,65.74897307,631,91,10,Foggy,25.09316794,67.07606733,0,Yellow
01-01-2024 04:34,3,664,52.54826021,605,59,10,Sunny,30.01027156,86.69791254,0,Yellow
01-01-2024 04:35,3,601,28.97608697,723,30,5,Sunny,24.62479372,68.78583468,0,Red
01-01-2024 04:36,5,834,42.84138087,190,10,0,Rainy,34.92554511,42.95911654,0,Green
01-01-2024 04:37,3,150,44.86818293,292,86,5,Cloudy,21.3966625,73.71853942,0,Yellow
